Year,Data Source,NPDES Permit Number,FRS ID,Facility Name,City,County,State,HUC 12 Code,Watershed Name,SIC Code,Facility Latitude,Facility Longitude,Pollutant Name,Substance Registry System ID,CAS Number,Average Daily Flow (MGD),Major/Non-Major Status,Contains Potential Outliers?,Total Pounds (lb/yr),Total TWPE (lb-eq/yr),Link to DFR
2018,NA,NA,NA,TYSON FRESH MEATS INC - JOSLIN IL,HILLSDALE,ROCK ISLAND,IL,70900051103,Zuma Creek,2011,41.551434,-90.225723,Phosphorus,153049,7723140,2.5093,Major,,115763.37,0,https://echo.epa.gov/detailed-facility-report?fid=IL0003913&sys=ICP
2018,NA,NA,NA,"TYSON CHICKEN INC NOEL, MO.",NOEL,MCDONALD,MO,1.10702E+11,Yarnell Branch-Elk River,2015,36.550333,-94.489974,Nitrogen,153122,7727379,1.183625,Non-Major,,110503.6617,0,https://echo.epa.gov/detailed-facility-report?fid=MO0002500&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC.-NASHVILLE,NASHVILLE,HOWARD,AR,1.11401E+11,Upper Mine Creek,2015,33.927222,-93.845278,Sulfate,197301,14808798,0.475791667,Non-Major,,108029.64,0.604965984,https://echo.epa.gov/detailed-facility-report?fid=AR0041734&sys=ICP
2018,NA,NA,NA,"TYSON POULTRY, INC. SEDALIA, MO, PROCESSING PLANT",SEDALIA,PETTIS,MO,1.03001E+11,Coon Creek-Muddy Creek,2015,38.75087,-93.326088,"Solids, total suspended",,,0.370527619,Major,Y,104917.1183,0,https://echo.epa.gov/detailed-facility-report?fid=MO0115061&sys=ICP
2018,NA,NA,NA,"TYSON FARMS, INC., DBA RIVER                   VALLEY INGREDIENTS",FOREST,SCOTT,MS,31800011001,Shockaloo Creek,2048,32.362972,-89.539806,Nitrogen,153122,7727379,0.455,Major,,104914.6,0,https://echo.epa.gov/detailed-facility-report?fid=MS0046931&sys=ICP
2018,NA,NA,NA,TYSON FARMS,CENTER,SHELBY,TX,1.201E+11,Huana Creek,2015,31.792676,-94.167863,Nitrogen,153122,7727379,0.915666667,Major,,103119.46,0,https://echo.epa.gov/detailed-facility-report?fid=TX0072982&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC UNION CITY PROCESSING,UNION CITY,OBION,TN,80102020208,North Fork Obion River Outlet,2015,36.419221,-89.005841,Nitrogen,153122,7727379,1.09725,Non-Major,,101660.9034,0,https://echo.epa.gov/detailed-facility-report?fid=TN0073563&sys=ICP
2018,NA,NA,NA,TYSON FOODS - DARDANELLE PLANT,DARDANELLE,YELL,AR,1.11102E+11,Long Lake-Harris Creek,2015,35.2176,-93.1611,Inorganic Nitrogen,,7727379,0.9129625,Non-Major,,100136.5,0,https://echo.epa.gov/detailed-facility-report?fid=AR0036714&sys=ICP
2018,NA,NA,NA,"TYSON CHICKEN INC NOEL, MO.",NOEL,MCDONALD,MO,1.10702E+11,Yarnell Branch-Elk River,2015,36.550333,-94.489974,Inorganic Nitrogen,,7727379,1.183625,Non-Major,,95531.25586,0,https://echo.epa.gov/detailed-facility-report?fid=MO0002500&sys=ICP
2018,NA,NA,NA,"TYSON FARMS, INC., DBA RIVER                   VALLEY INGREDIENTS",FOREST,SCOTT,MS,31800011001,Shockaloo Creek,2048,32.362972,-89.539806,Inorganic Nitrogen,,7727379,0.455,Major,,93671.73278,0,https://echo.epa.gov/detailed-facility-report?fid=MS0046931&sys=ICP
2018,NA,NA,NA,TYSON FOODS - RIVER VALLEY ANIMAL FOODS,SCRANTON,LOGAN,AR,1.11102E+11,Cane Creek-Arkansas River,2077,35.374056,-93.5695,Nitrogen,153122,7727379,0.596491417,Non-Major,,93295.18,0,https://echo.epa.gov/detailed-facility-report?fid=AR0042455&sys=ICP
2018,NA,NA,NA,"TYSON FARMS, INC., GLEN ALLEN, VA.",GLEN ALLEN,HANOVER,VA,20802060401,Grassy Swamp Creek-Chickahominy River,2015,37.697222,-77.5525,Nitrogen,153122,7727379,0.783972222,Non-Major,,89775.48577,0,https://echo.epa.gov/detailed-facility-report?fid=VA0004031&sys=ICP
2018,NA,NA,NA,TYSON FARMS,CENTER,SHELBY,TX,1.201E+11,Huana Creek,2015,31.792676,-94.167863,"Nitrogen, nitrate dissolved",197186,14797558,0.915666667,Major,,87628.04,65.42893653,https://echo.epa.gov/detailed-facility-report?fid=TX0072982&sys=ICP
2018,NA,NA,NA,"TYSON POULTRY, INC. SEDALIA, MO, PROCESSING PLANT",SEDALIA,PETTIS,MO,1.03001E+11,Coon Creek-Muddy Creek,2015,38.75087,-93.326088,Chemical oxygen demand (COD),,,0.370527619,Major,,84824.47376,0,https://echo.epa.gov/detailed-facility-report?fid=MO0115061&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC BLOUNTSVILLE PROCESSING PLANT,BLOUNTSVILLE,BLOUNT,AL,31601110202,Graves Creek,2015,34.049858,-86.577483,Chemical oxygen demand (COD),,,0.433435417,Major,,77341.25157,0,https://echo.epa.gov/detailed-facility-report?fid=AL0001449&sys=ICP
2018,NA,NA,NA,TYSON FOODS - HOPE PROCESSING PLANT,HOPE,HEMPSTEAD,AR,1.11402E+11,Caney Creek-Bois d'Arc Creek,2015,33.74063,-93.61436,Phosphorus,153049,7723140,0.987583333,Non-Major,,71227.128,0,https://echo.epa.gov/detailed-facility-report?fid=AR0021326&sys=ICP
2018,NA,NA,NA,TYSON FOODS - WALDRON PROCESSING,WALDRON,SCOTT,AR,1.11101E+11,Bull Creek-Poteau River,2015,34.904085,-94.102357,Nitrogen,153122,7727379,0.898591667,Non-Major,,63204.1,0,https://echo.epa.gov/detailed-facility-report?fid=AR0038482&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC BLOUNTSVILLE PROCESSING PLANT,BLOUNTSVILLE,BLOUNT,AL,31601110202,Graves Creek,2015,34.049858,-86.577483,Phosphorus,153049,7723140,0.433435417,Major,,59879.27943,0,https://echo.epa.gov/detailed-facility-report?fid=AL0001449&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC - PROCESSING,SHELBYVILLE,BEDFORD,TN,60400020303,Duck River-Holland Creek,2015,35.476,-86.474389,Nitrogen,153122,7727379,1.271333333,Major,,56532.95241,0,https://echo.epa.gov/detailed-facility-report?fid=TN0002135&sys=ICP
2018,NA,NA,NA,"TYSON POULTRY, INC. SEDALIA, MO, PROCESSING PLANT",SEDALIA,PETTIS,MO,1.03001E+11,Coon Creek-Muddy Creek,2015,38.75087,-93.326088,"BOD, 5-day, 20 deg. C",,,0.370527619,Major,,55710.99039,0,https://echo.epa.gov/detailed-facility-report?fid=MO0115061&sys=ICP
2018,NA,NA,NA,"TYSON FARMS, INC., GLEN ALLEN, VA.",GLEN ALLEN,HANOVER,VA,20802060401,Grassy Swamp Creek-Chickahominy River,2015,37.697222,-77.5525,Oil and grease,,,0.783972222,Non-Major,,55706.43583,0,https://echo.epa.gov/detailed-facility-report?fid=VA0004031&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS INC - JOSLIN IL,HILLSDALE,ROCK ISLAND,IL,70900051103,Zuma Creek,2011,41.551434,-90.225723,Oil and grease,,,2.5093,Major,,55212.91978,0,https://echo.epa.gov/detailed-facility-report?fid=IL0003913&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC BLOUNTSVILLE PROCESSING PLANT,BLOUNTSVILLE,BLOUNT,AL,31601110202,Graves Creek,2015,34.049858,-86.577483,"Solids, total suspended",,,0.433435417,Major,,54469.48756,0,https://echo.epa.gov/detailed-facility-report?fid=AL0001449&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS INC,LEXINGTON,DAWSON,NE,1.02001E+11,Lower Spring Creek,2011,40.761111,-99.736944,"BOD, 5-day, 20 deg. C",,,1.145416667,Major,,54034.6275,0,https://echo.epa.gov/detailed-facility-report?fid=NE0123501&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS INC - JOSLIN IL,HILLSDALE,ROCK ISLAND,IL,70900051103,Zuma Creek,2011,41.551434,-90.225723,"Solids, total suspended",,,2.5093,Major,,53988,0,https://echo.epa.gov/detailed-facility-report?fid=IL0003913&sys=ICP
2018,NA,NA,NA,TYSON FARMS,CENTER,SHELBY,TX,1.201E+11,Huana Creek,2015,31.792676,-94.167863,Chemical oxygen demand (COD),,,0.915666667,Major,,51919.89927,0,https://echo.epa.gov/detailed-facility-report?fid=TX0072982&sys=ICP
2018,NA,NA,NA,"TYSON CHICKEN INC NOEL, MO.",NOEL,MCDONALD,MO,1.10702E+11,Yarnell Branch-Elk River,2015,36.550333,-94.489974,"BOD, 5-day, 20 deg. C",,,1.183625,Non-Major,,50122.97455,0,https://echo.epa.gov/detailed-facility-report?fid=MO0002500&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC,CUMMING,FORSYTH,GA,31300011001,Headwaters Big Creek,2015,34.205276,-84.142502,Inorganic Nitrogen,,7727379,1.280416667,Non-Major,,45460.68079,0,https://echo.epa.gov/detailed-facility-report?fid=GA0001074&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS INC - JOSLIN IL,HILLSDALE,ROCK ISLAND,IL,70900051103,Zuma Creek,2011,41.551434,-90.225723,"BOD, carbonaceous, 05 day, 20 C",,,2.5093,Major,,44020,0,https://echo.epa.gov/detailed-facility-report?fid=IL0003913&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC,CUMMING,FORSYTH,GA,31300011001,Headwaters Big Creek,2015,34.205276,-84.142502,Nitrogen,153122,7727379,1.280416667,Non-Major,,42262.71261,0,https://echo.epa.gov/detailed-facility-report?fid=GA0001074&sys=ICP
2018,NA,NA,NA,TYSON FOODS - DARDANELLE PLANT,DARDANELLE,YELL,AR,1.11102E+11,Long Lake-Harris Creek,2015,35.2176,-93.1611,Phosphorus,153049,7723140,0.9129625,Non-Major,,40179.47,0,https://echo.epa.gov/detailed-facility-report?fid=AR0036714&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS WASTE TRTMNT,DAKOTA CITY,DAKOTA,NE,1.023E+11,Bacon Creek-Missouri River,2011,42.428889,-96.416944,"BOD, carbonaceous, 05 day, 20 C",,,2.541041667,Major,,39156.79,0,https://echo.epa.gov/detailed-facility-report?fid=NE0001392&sys=ICP
2018,NA,NA,NA,TYSON FOODS - HOPE PROCESSING PLANT,HOPE,HEMPSTEAD,AR,1.11402E+11,Caney Creek-Bois d'Arc Creek,2015,33.74063,-93.61436,"Solids, total suspended",,,0.987583333,Non-Major,,39117.67,0,https://echo.epa.gov/detailed-facility-report?fid=AR0021326&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC,BROKEN BOW,MCCURTAIN,OK,1.11401E+11,Lukfata Creek-Little River,2015,33.959444,-94.756386,"BOD, 5-day, 20 deg. C",,,1.626598333,Major,,37327.4,0,https://echo.epa.gov/detailed-facility-report?fid=OK0000795&sys=ICP
2018,NA,NA,NA,"TYSON FOODS INC, CARTHAGE PROCESSING PLANT",CARTHAGE,LEAKE,MS,31800010707,Cobbs Creek,2015,32.825289,-89.530294,"Solids, total suspended",,,2.22125,Non-Major,,36730.91,0,https://echo.epa.gov/detailed-facility-report?fid=MS0026140&sys=ICP
2018,NA,NA,NA,TYSON FOODS NEW HOLLAND COMPLEX,NEW HOLLAND,LANCASTER,PA,20503061106,Muddy Run-Mill Creek,2015,40.094444,-76.0875,Nitrogen,153122,7727379,0.775243733,Non-Major,,36591.22815,0,https://echo.epa.gov/detailed-facility-report?fid=PA0035092&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC,BROKEN BOW,MCCURTAIN,OK,1.11401E+11,Lukfata Creek-Little River,2015,33.959444,-94.756386,Phosphorus,153049,7723140,1.626598333,Major,,36412.22,0,https://echo.epa.gov/detailed-facility-report?fid=OK0000795&sys=ICP
2018,NA,NA,NA,TYSON FOODS - GRANNIS PROCESSING PLANT,GRANNIS,POLK,AR,1.11401E+11,Rolling Fork,2015,34.240417,-94.334833,Nitrogen,153122,7727379,0.595116667,Non-Major,,36100.66,0,https://echo.epa.gov/detailed-facility-report?fid=AR0003018&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS INC,PERRY,DALLAS,IA,71000061503,Frog Creek-North Raccoon River,2011,41.841944,-94.126111,Phosphorus,153049,7723140,,Major,,33788.44903,0,https://echo.epa.gov/detailed-facility-report?fid=IA0002089&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS INC,PERRY,DALLAS,IA,71000061503,Frog Creek-North Raccoon River,2011,41.841944,-94.126111,"Solids, total suspended",,,,Major,,31589.93638,0,https://echo.epa.gov/detailed-facility-report?fid=IA0002089&sys=ICP
2018,NA,NA,NA,TYSON FOODS - RIVER VALLEY ANIMAL FOODS,TEXARKANA,MILLER,AR,1.11402E+11,Bois d'Arc Bayou,2077,33.53322,-93.8061,Nitrogen,153122,7727379,0.316416667,Non-Major,,31096.6,0,https://echo.epa.gov/detailed-facility-report?fid=AR0048356&sys=ICP
2018,NA,NA,NA,"TYSON POULTRY, INC - CLARKSVILLE",CLARKSVILLE,JOHNSON,AR,1.11102E+11,Lower Spadra Creek,2015,35.4429,-93.48801,"BOD, carbonaceous, 05 day, 20 C",,,1.54719975,Non-Major,,30846.72,0,https://echo.epa.gov/detailed-facility-report?fid=AR0039268&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC.-NASHVILLE,NASHVILLE,HOWARD,AR,1.11401E+11,Upper Mine Creek,2015,33.927222,-93.845278,Phosphorus,153049,7723140,0.475791667,Non-Major,,30331.67,0,https://echo.epa.gov/detailed-facility-report?fid=AR0041734&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC,BROKEN BOW,MCCURTAIN,OK,1.11401E+11,Lukfata Creek-Little River,2015,33.959444,-94.756386,"BOD, carbonaceous, 05 day, 20 C",,,1.626598333,Major,,29662.34,0,https://echo.epa.gov/detailed-facility-report?fid=OK0000795&sys=ICP
2018,NA,NA,NA,TYSON FOODS - GRANNIS PROCESSING PLANT,GRANNIS,POLK,AR,1.11401E+11,Rolling Fork,2015,34.240417,-94.334833,Inorganic Nitrogen,,7727379,0.595116667,Non-Major,,29300.44,0,https://echo.epa.gov/detailed-facility-report?fid=AR0003018&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC.-NASHVILLE,NASHVILLE,HOWARD,AR,1.11401E+11,Upper Mine Creek,2015,33.927222,-93.845278,"Solids, total suspended",,,0.475791667,Non-Major,,29220.85,0,https://echo.epa.gov/detailed-facility-report?fid=AR0041734&sys=ICP
2018,NA,NA,NA,TYSON FARMS,CENTER,SHELBY,TX,1.201E+11,Huana Creek,2015,31.792676,-94.167863,Oil and grease,,,0.915666667,Major,,28756.0488,0,https://echo.epa.gov/detailed-facility-report?fid=TX0072982&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS INC - JOSLIN IL,HILLSDALE,ROCK ISLAND,IL,70900051103,Zuma Creek,2011,41.551434,-90.225723,Total Kjeldahl Nitrogen,153122,7727379,2.5093,Major,,28138.4,0,https://echo.epa.gov/detailed-facility-report?fid=IL0003913&sys=ICP
2018,NA,NA,NA,TYSON FOODS - RIVER VALLEY ANIMAL FOODS,SCRANTON,LOGAN,AR,1.11102E+11,Cane Creek-Arkansas River,2077,35.374056,-93.5695,Phosphorus,153049,7723140,0.596491417,Non-Major,,27958.54,0,https://echo.epa.gov/detailed-facility-report?fid=AR0042455&sys=ICP
2018,NA,NA,NA,TYSON FOODS - RIVER VALLEY ANIMAL FOODS,SCRANTON,LOGAN,AR,1.11102E+11,Cane Creek-Arkansas River,2077,35.374056,-93.5695,"BOD, 5-day, 20 deg. C",,,0.596491417,Non-Major,,27503.08,0,https://echo.epa.gov/detailed-facility-report?fid=AR0042455&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC - PROCESSING,SHELBYVILLE,BEDFORD,TN,60400020303,Duck River-Holland Creek,2015,35.476,-86.474389,Phosphorus,153049,7723140,1.271333333,Major,,27341.3,0,https://echo.epa.gov/detailed-facility-report?fid=TN0002135&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC BLOUNTSVILLE PROCESSING PLANT,BLOUNTSVILLE,BLOUNT,AL,31601110202,Graves Creek,2015,34.049858,-86.577483,"BOD, 5-day, 20 deg. C",,,0.433435417,Major,,26678.84261,0,https://echo.epa.gov/detailed-facility-report?fid=AL0001449&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS INC,STORM LAKE,BUENA VISTA,IA,71000060307,Outlet Creek,2011,42.64,-95.1875,"Solids, total suspended",,,,Major,,25768.8046,0,https://echo.epa.gov/detailed-facility-report?fid=IA0064998&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS INC,STORM LAKE,BUENA VISTA,IA,71000060307,Outlet Creek,2011,42.64,-95.1875,"BOD, 5-day, 20 deg. C",,,,Major,,24536.16714,0,https://echo.epa.gov/detailed-facility-report?fid=IA0064998&sys=ICP
2018,NA,NA,NA,TYSON FARMS,CENTER,SHELBY,TX,1.201E+11,Huana Creek,2015,31.792676,-94.167863,"Solids, total suspended",,,0.915666667,Major,,23648.08,0,https://echo.epa.gov/detailed-facility-report?fid=TX0072982&sys=ICP
2018,NA,NA,NA,TYSON FARMS,CENTER,SHELBY,TX,1.201E+11,Huana Creek,2015,31.792676,-94.167863,"BOD, carbonaceous, 05 day, 20 C",,,0.915666667,Major,,22460.75,0,https://echo.epa.gov/detailed-facility-report?fid=TX0072982&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC - PROCESSING,SHELBYVILLE,BEDFORD,TN,60400020303,Duck River-Holland Creek,2015,35.476,-86.474389,Oil and grease,,,1.271333333,Major,,21166.76056,0,https://echo.epa.gov/detailed-facility-report?fid=TN0002135&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC,BROKEN BOW,MCCURTAIN,OK,1.11401E+11,Lukfata Creek-Little River,2015,33.959444,-94.756386,"Solids, total suspended",,,1.626598333,Major,,21057,0,https://echo.epa.gov/detailed-facility-report?fid=OK0000795&sys=ICP
2018,NA,NA,NA,"TYSON FOODS INC, CARTHAGE PROCESSING PLANT",CARTHAGE,LEAKE,MS,31800010707,Cobbs Creek,2015,32.825289,-89.530294,Total Kjeldahl Nitrogen,153122,7727379,2.22125,Non-Major,,20009.63,0,https://echo.epa.gov/detailed-facility-report?fid=MS0026140&sys=ICP
2018,NA,NA,NA,TYSON FOODS FEED MILL,SEBREE,WEBSTER,KY,51100050401,Groves Creek,2048,37.628703,-87.528216,"Solids, total suspended",,,0.0765,Non-Major,,19995.63449,0,https://echo.epa.gov/detailed-facility-report?fid=KYR003449&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS WASTE TRTMNT,DAKOTA CITY,DAKOTA,NE,1.023E+11,Bacon Creek-Missouri River,2011,42.428889,-96.416944,Total Kjeldahl Nitrogen,153122,7727379,2.541041667,Major,,19724.51711,0,https://echo.epa.gov/detailed-facility-report?fid=NE0001392&sys=ICP
2018,NA,NA,NA,"TYSON FARMS, INC.",HARMONY,IREDELL,NC,30401020205,Middle Hunting Creek,2047,35.95458,-80.72108,Nitrogen,153122,7727379,0.199175,Non-Major,,19704.96329,0,https://echo.epa.gov/detailed-facility-report?fid=NC0005126&sys=ICP
2018,NA,NA,NA,"TYSON POULTRY, INC - CLARKSVILLE",CLARKSVILLE,JOHNSON,AR,1.11102E+11,Lower Spadra Creek,2015,35.4429,-93.48801,"BOD, 5-day, 20 deg. C",,,1.54719975,Non-Major,,19604.15,0,https://echo.epa.gov/detailed-facility-report?fid=AR0039268&sys=ICP
2018,NA,NA,NA,"TYSON FARMS, INC.",HARMONY,IREDELL,NC,30401020205,Middle Hunting Creek,2047,35.95458,-80.72108,"BOD, 5-day, 20 deg. C",,,0.199175,Non-Major,,18935.7084,0,https://echo.epa.gov/detailed-facility-report?fid=NC0005126&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC - PROCESSING,SHELBYVILLE,BEDFORD,TN,60400020303,Duck River-Holland Creek,2015,35.476,-86.474389,"BOD, 5-day, 20 deg. C",,,1.271333333,Major,,18902.1589,0,https://echo.epa.gov/detailed-facility-report?fid=TN0002135&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS INC,PERRY,DALLAS,IA,71000061503,Frog Creek-North Raccoon River,2011,41.841944,-94.126111,"BOD, 5-day, 20 deg. C",,,,Major,,17750.76552,0,https://echo.epa.gov/detailed-facility-report?fid=IA0002089&sys=ICP
2018,NA,NA,NA,"TYSON FARMS, INC., DBA RIVER                   VALLEY INGREDIENTS",FOREST,SCOTT,MS,31800011001,Shockaloo Creek,2048,32.362972,-89.539806,"Solids, total suspended",,,0.455,Major,,17689.5,0,https://echo.epa.gov/detailed-facility-report?fid=MS0046931&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC.-NASHVILLE,NASHVILLE,HOWARD,AR,1.11401E+11,Upper Mine Creek,2015,33.927222,-93.845278,Oil and grease,,,0.475791667,Non-Major,,16982.39,0,https://echo.epa.gov/detailed-facility-report?fid=AR0041734&sys=ICP
2018,NA,NA,NA,"TYSON FARMS, INC., GLEN ALLEN, VA.",GLEN ALLEN,HANOVER,VA,20802060401,Grassy Swamp Creek-Chickahominy River,,37.697222,-77.5525,Nitrogen,153122,7727379,0.717916667,Non-Major,,16946.87959,0,https://echo.epa.gov/detailed-facility-report?fid=VAN040089&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC - PROCESSING,SHELBYVILLE,BEDFORD,TN,60400020303,Duck River-Holland Creek,2015,35.476,-86.474389,"Solids, total suspended",,,1.271333333,Major,,16491.43763,0,https://echo.epa.gov/detailed-facility-report?fid=TN0002135&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC UNION CITY PROCESSING,UNION CITY,OBION,TN,80102020208,North Fork Obion River Outlet,2015,36.419221,-89.005841,"Solids, total suspended",,,1.09725,Non-Major,,15989.41522,0,https://echo.epa.gov/detailed-facility-report?fid=TN0073563&sys=ICP
2018,NA,NA,NA,TYSON FOODS - DARDANELLE PLANT,DARDANELLE,YELL,AR,1.11102E+11,Long Lake-Harris Creek,2015,35.2176,-93.1611,"BOD, 5-day, 20 deg. C",,,0.9129625,Non-Major,,15886.3,0,https://echo.epa.gov/detailed-facility-report?fid=AR0036714&sys=ICP
2018,NA,NA,NA,TYSON FOODS - HOPE PROCESSING PLANT,HOPE,HEMPSTEAD,AR,1.11402E+11,Caney Creek-Bois d'Arc Creek,2015,33.74063,-93.61436,Oil and grease,,,0.987583333,Non-Major,,15847.62,0,https://echo.epa.gov/detailed-facility-report?fid=AR0021326&sys=ICP
2018,NA,NA,NA,"TYSON FARMS, INC., GLEN ALLEN, VA.",GLEN ALLEN,HANOVER,VA,20802060401,Grassy Swamp Creek-Chickahominy River,2015,37.697222,-77.5525,Ammonia as N,152389,7664417,0.783972222,Non-Major,,15845.14556,17.58811157,https://echo.epa.gov/detailed-facility-report?fid=VA0004031&sys=ICP
2018,NA,NA,NA,"TYSON CHICKEN INC NOEL, MO.",NOEL,MCDONALD,MO,1.10702E+11,Yarnell Branch-Elk River,2015,36.550333,-94.489974,Total Kjeldahl Nitrogen,153122,7727379,1.183625,Non-Major,,15523.99829,0,https://echo.epa.gov/detailed-facility-report?fid=MO0002500&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC - TEMPERANCEVILLE PLANT,TEMPERANCEVILLE,ACCOMACK,VA,20403040101,Assawoman Inlet,,37.886285,-75.553315,Nitrogen,153122,7727379,1.01,Non-Major,,14863.35788,0,https://echo.epa.gov/detailed-facility-report?fid=VAN050005&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC - TEMPERANCEVILLE PLANT,TEMPERANCEVILLE,ACCOMACK,VA,20403040101,Assawoman Inlet,254,37.886285,-75.553315,Nitrogen,153122,7727379,1.01,Major,,14821.75188,0,https://echo.epa.gov/detailed-facility-report?fid=VA0004049&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC UNION CITY PROCESSING,UNION CITY,OBION,TN,80102020208,North Fork Obion River Outlet,2015,36.419221,-89.005841,"BOD, 5-day, 20 deg. C",,,1.09725,Non-Major,,14677.03,0,https://echo.epa.gov/detailed-facility-report?fid=TN0073563&sys=ICP
2018,NA,NA,NA,TYSON FOODS NEW HOLLAND COMPLEX,NEW HOLLAND,LANCASTER,PA,20503061106,Muddy Run-Mill Creek,2015,40.094444,-76.0875,"BOD, carbonaceous, 05 day, 20 C",,,0.775243733,Non-Major,,14496,0,https://echo.epa.gov/detailed-facility-report?fid=PA0035092&sys=ICP
2018,NA,NA,NA,"TYSON POULTRY, INC - CLARKSVILLE",CLARKSVILLE,JOHNSON,AR,1.11102E+11,Lower Spadra Creek,2015,35.4429,-93.48801,"Solids, total suspended",,,1.54719975,Non-Major,,14196.55,0,https://echo.epa.gov/detailed-facility-report?fid=AR0039268&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC. HEFLIN PROCESSING PLANT,HEFLIN,CLEBURNE,AL,31501081004,Carr Creek-Cedar Creek,2015,33.557778,-85.608889,Chemical oxygen demand (COD),,,0.0329,Non-Major,,13567.31094,0,https://echo.epa.gov/detailed-facility-report?fid=AL0002810&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC,DEXTER,STODDARD,MO,80202040502,Main Ditch,2015,36.793102,-89.943537,"Solids, total suspended",,,0.035525,Non-Major,,13523.35379,0,https://echo.epa.gov/detailed-facility-report?fid=MO0129798&sys=ICP
2018,NA,NA,NA,TYSON FOODS - RIVER VALLEY ANIMAL FOODS,TEXARKANA,MILLER,AR,1.11402E+11,Bois d'Arc Bayou,2077,33.53322,-93.8061,"Solids, total suspended",,,0.316416667,Non-Major,,13221.8,0,https://echo.epa.gov/detailed-facility-report?fid=AR0048356&sys=ICP
2018,NA,NA,NA,TYSON FOODS - RIVER VALLEY ANIMAL FOODS,SCRANTON,LOGAN,AR,1.11102E+11,Cane Creek-Arkansas River,2077,35.374056,-93.5695,Ammonia as N,152389,7664417,0.596491417,Non-Major,,13036.76,14.4708036,https://echo.epa.gov/detailed-facility-report?fid=AR0042455&sys=ICP
2018,NA,NA,NA,"TYSON FOODS INC, CARTHAGE PROCESSING PLANT",CARTHAGE,LEAKE,MS,31800010707,Cobbs Creek,2015,32.825289,-89.530294,"BOD, 5-day, 20 deg. C",,,2.22125,Non-Major,,12856.5,0,https://echo.epa.gov/detailed-facility-report?fid=MS0026140&sys=ICP
2018,NA,NA,NA,TYSON FOODS INC BLOUNTSVILLE PROCESSING PLANT,BLOUNTSVILLE,BLOUNT,AL,31601110202,Graves Creek,2015,34.049858,-86.577483,Total Kjeldahl Nitrogen,153122,7727379,0.433435417,Major,,12749.64411,0,https://echo.epa.gov/detailed-facility-report?fid=AL0001449&sys=ICP
2018,NA,NA,NA,TYSON FOODS - HOPE PROCESSING PLANT,HOPE,HEMPSTEAD,AR,1.11402E+11,Caney Creek-Bois d'Arc Creek,2015,33.74063,-93.61436,"BOD, 5-day, 20 deg. C",,,0.987583333,Non-Major,,12707.32,0,https://echo.epa.gov/detailed-facility-report?fid=AR0021326&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS INC,PERRY,DALLAS,IA,71000061503,Frog Creek-North Raccoon River,2011,41.841944,-94.126111,Total Kjeldahl Nitrogen,153122,7727379,,Major,,12087.6537,0,https://echo.epa.gov/detailed-facility-report?fid=IA0002089&sys=ICP
2018,NA,NA,NA,TYSON FRESH MEATS INC,STORM LAKE,BUENA VISTA,IA,71000060307,Outlet Creek,2011,42.64,-95.1875,Total Kjeldahl Nitrogen,153122,7727379,,Major,,11812.07863,0,https://echo.epa.gov/detailed-facility-report?fid=IA0064998&sys=ICP
